timestamp_utc,open,high,low,close,volume
2026-06-08T04:00:00Z,29212.5,29223.25,29176.75,29188.75,0
2026-06-08T04:05:00Z,29186.25,29191.25,29156.5,29183.0,839
2026-06-08T04:10:00Z,29183.5,29189.0,29165.75,29176.5,2755
2026-06-08T04:15:00Z,29180.0,29199.75,29158.75,29160.0,752
2026-06-08T04:20:00Z,29160.25,29170.25,29146.0,29153.75,819
2026-06-08T04:25:00Z,29153.0,29174.25,29152.5,29171.5,453
2026-06-08T04:30:00Z,29171.75,29178.75,29143.0,29150.5,750
2026-06-08T04:35:00Z,29153.25,29156.0,29126.5,29131.5,936
2026-06-08T04:40:00Z,29131.25,29135.5,29097.25,29101.0,975
2026-06-08T04:45:00Z,29101.25,29134.75,29096.75,29117.75,817
2026-06-08T04:50:00Z,29117.75,29140.75,29114.5,29124.0,519
2026-06-08T04:55:00Z,29122.5,29124.5,29088.5,29092.0,756
2026-06-08T05:00:00Z,29089.75,29144.0,29089.75,29138.0,987
2026-06-08T05:05:00Z,29136.75,29136.75,29101.5,29110.25,919
2026-06-08T05:10:00Z,29111.25,29115.5,29060.0,29063.0,1086
2026-06-08T05:15:00Z,29065.0,29098.25,29060.75,29087.25,1081
2026-06-08T05:20:00Z,29088.0,29095.25,29076.25,29082.5,601
2026-06-08T05:25:00Z,29083.75,29100.75,29063.5,29092.0,867
2026-06-08T05:30:00Z,29092.25,29098.0,29043.25,29045.75,1113
2026-06-08T05:35:00Z,29047.25,29047.75,29000.0,29022.0,1900
2026-06-08T05:40:00Z,29022.0,29029.25,28980.75,28990.5,1496
2026-06-08T05:45:00Z,28989.5,28999.75,28972.75,28981.75,981
2026-06-08T05:50:00Z,28983.0,29019.25,28979.75,29002.75,1170
2026-06-08T05:55:00Z,29001.25,29023.5,28990.0,29017.5,1248
2026-06-08T06:00:00Z,29016.75,29073.25,29000.0,29050.25,2124
2026-06-08T06:05:00Z,29048.25,29058.0,29026.75,29041.25,937
2026-06-08T06:10:00Z,29040.25,29047.5,29025.25,29030.75,660
2026-06-08T06:15:00Z,29028.75,29046.25,29011.75,29042.75,1169
2026-06-08T06:20:00Z,29043.0,29074.75,29041.75,29073.75,994
2026-06-08T06:25:00Z,29072.0,29138.0,29053.25,29130.75,1823
2026-06-08T06:30:00Z,29129.75,29151.0,29100.75,29101.75,1949
2026-06-08T06:35:00Z,29103.25,29109.5,29072.5,29079.75,1317
2026-06-08T06:40:00Z,29077.75,29104.5,29066.75,29097.0,1055
2026-06-08T06:45:00Z,29097.25,29098.75,29057.0,29062.25,806
2026-06-08T06:50:00Z,29062.25,29098.0,29050.0,29098.0,965
2026-06-08T06:55:00Z,29097.75,29103.75,29081.0,29101.75,699
2026-06-08T07:00:00Z,29101.0,29124.0,29082.75,29103.0,1728
2026-06-08T07:05:00Z,29105.25,29132.0,29090.0,29126.25,905
2026-06-08T07:10:00Z,29125.25,29157.0,29122.25,29142.75,1213
2026-06-08T07:15:00Z,29143.25,29171.75,29115.75,29163.75,1550
2026-06-08T07:20:00Z,29163.0,29218.75,29162.0,29215.0,1639
2026-06-08T07:25:00Z,29215.0,29241.0,29204.75,29228.5,2189
2026-06-08T07:30:00Z,29229.0,29241.5,29212.0,29215.25,1388
2026-06-08T07:35:00Z,29216.0,29228.75,29184.75,29220.5,1536
2026-06-08T07:40:00Z,29219.75,29227.75,29209.0,29225.75,668
2026-06-08T07:45:00Z,29223.5,29270.75,29215.25,29263.0,1719
2026-06-08T07:50:00Z,29261.75,29281.0,29252.75,29258.25,1473
2026-06-08T07:55:00Z,29258.0,29278.0,29254.75,29257.0,920
2026-06-08T08:00:00Z,29255.25,29256.5,29201.25,29224.5,1812
2026-06-08T08:05:00Z,29225.5,29254.5,29212.5,29246.75,1957
2026-06-08T08:10:00Z,29246.25,29250.0,29210.25,29210.75,1098
2026-06-08T08:15:00Z,29212.25,29248.5,29206.5,29240.25,1155
2026-06-08T08:20:00Z,29238.75,29241.75,29203.75,29218.75,1111
2026-06-08T08:25:00Z,29220.75,29232.25,29207.5,29223.25,738
2026-06-08T08:30:00Z,29225.0,29266.75,29217.0,29266.75,1049
2026-06-08T08:35:00Z,29267.0,29267.75,29211.25,29212.5,1098
2026-06-08T08:40:00Z,29212.5,29220.0,29188.25,29206.0,1298
2026-06-08T08:45:00Z,29206.5,29208.0,29157.75,29196.25,1752
2026-06-08T08:50:00Z,29197.5,29203.25,29158.75,29163.0,1470
2026-06-08T08:55:00Z,29161.5,29184.0,29157.0,29176.25,706
2026-06-08T09:00:00Z,29179.0,29198.5,29177.0,29190.25,817
2026-06-08T09:05:00Z,29190.0,29191.0,29148.25,29152.0,798
2026-06-08T09:10:00Z,29149.0,29188.5,29145.0,29188.5,602
2026-06-08T09:15:00Z,29187.5,29204.0,29182.25,29196.0,705
2026-06-08T09:20:00Z,29195.5,29223.0,29195.5,29203.25,841
2026-06-08T09:25:00Z,29202.25,29209.0,29189.0,29193.25,470
2026-06-08T09:30:00Z,29193.25,29196.25,29171.0,29173.25,835
2026-06-08T09:35:00Z,29172.75,29254.5,29162.75,29196.25,2522
2026-06-08T09:40:00Z,29197.0,29223.5,29187.0,29219.0,794
2026-06-08T09:45:00Z,29218.0,29233.5,29212.5,29228.25,863
2026-06-08T09:50:00Z,29227.75,29234.5,29212.25,29228.25,882
2026-06-08T09:55:00Z,29229.5,29240.5,29223.5,29240.5,564
2026-06-08T10:00:00Z,29239.0,29241.0,29185.75,29212.25,1652
2026-06-08T10:05:00Z,29215.5,29234.5,29211.0,29223.0,471
2026-06-08T10:10:00Z,29221.75,29232.75,29214.75,29221.75,576
2026-06-08T10:15:00Z,29223.0,29227.25,29192.0,29192.5,682
2026-06-08T10:20:00Z,29191.5,29201.25,29175.0,29188.25,704
2026-06-08T10:25:00Z,29188.75,29199.25,29177.0,29194.0,672
2026-06-08T10:30:00Z,29192.25,29273.5,29188.75,29252.25,1694
2026-06-08T10:35:00Z,29255.0,29259.5,29233.5,29238.25,1323
2026-06-08T10:40:00Z,29236.75,29254.25,29234.75,29246.5,551
2026-06-08T10:45:00Z,29246.25,29251.5,29227.0,29237.5,690
2026-06-08T10:50:00Z,29237.0,29256.0,29223.0,29250.0,816
2026-06-08T10:55:00Z,29251.0,29253.25,29229.75,29240.75,932
2026-06-08T11:00:00Z,29241.5,29242.25,29212.0,29238.25,1043
